OTU,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu25,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,1.0,Muribaculum,0.5
Otu26,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,1.0,Duncaniella,0.94
Otu27,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.97,Bacteroidales,0.97,Muribaculaceae,0.78,Duncaniella,0.46
Otu28,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.97,Muribaculum,0.68
Otu29,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.91,Bacteroidales,0.91,Barnesiellaceae,0.54,Barnesiella,0.53
Otu30,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Butyrivibrio,0.37
Otu31,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.89,Muribaculum,0.67
Otu32,Bacteria,1.0,Firmicutes,1.0,Bacilli,1.0,Lactobacillales,1.0,Lactobacillaceae,1.0,Ligilactobacillus,0.97
Otu33,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.88,Bacteroidales,0.88,Muribaculaceae,0.66,Muribaculum,0.43
Otu34,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,1.0,Duncaniella,1.0
Otu36,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.97,Bacteroidales,0.97,Muribaculaceae,0.72,Muribaculum,0.36
Otu37,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,1.0,Duncaniella,0.98
Otu38,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.99,Bacteroidales,0.99,Muribaculaceae,0.94,Paramuribaculum,0.8
Otu39,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Lacrimispora,0.48
Otu40,Bacteria,1.0,Firmicutes,1.0,Bacilli,1.0,Lactobacillales,1.0,Enterococcaceae,0.96,Enterococcus,0.96
Otu41,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,1.0,Muribaculum,0.91
Otu42,Bacteria,1.0,Bacteroidetes,0.97,Bacteroidia,0.86,Bacteroidales,0.86,Muribaculaceae,0.29,Barnesiella,0.25
Otu43,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.55,Duncaniella,0.53
Otu44,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.92,Muribaculum,0.71
Otu45,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.91,Muribaculum,0.9
Otu46,Bacteria,1.0,Firmicutes,1.0,Bacilli,1.0,Lactobacillales,1.0,Lactobacillaceae,1.0,Limosilactobacillus,0.98
Otu47,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Oscillibacter,0.75
Otu48,Bacteria,1.0,Firmicutes,1.0,Clostridia,0.99,Clostridiales,0.99,Clostridiaceae_1,0.96,Clostridium_sensu_stricto,0.96
Otu49,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.89,Clostridium_XlVa,0.19
Otu50,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Porphyromonadaceae,1.0,Parabacteroides,1.0
Otu51,Bacteria,1.0,Firmicutes,1.0,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.87,Agathobacter,0.4
Otu52,Bacteria,1.0,Firmicutes,1.0,Erysipelotrichia,0.89,Erysipelotrichales,0.89,Erysipelotrichaceae,0.89,Turicibacter,0.89
Otu53,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.42
Otu54,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.81,Muribaculum,0.69
Otu55,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,1.0,Muribaculum,0.97
Otu56,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Bacteroidaceae,1.0,Phocaeicola,0.88
Otu58,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.98,Kineothrix,0.39
Otu59,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.9,Muribaculum,0.85
Otu61,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Lawsonibacter,0.85
Otu62,Bacteria,1.0,Firmicutes,1.0,Bacilli,1.0,Lactobacillales,1.0,Lactobacillaceae,1.0,Lactobacillus,1.0
Otu63,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.94,Paramuribaculum,0.47
Otu64,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.91,Muribaculum,0.86
Otu65,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.97,Bacteroidales,0.97,Muribaculaceae,0.76,Paramuribaculum,0.43
Otu66,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Anaerosporobacter,0.41
Otu67,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Bacteroidaceae,1.0,Bacteroides,1.0
Otu68,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,0.98,Sporobacter,0.55
Otu69,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.87
Otu70,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.89,Enterocloster,0.47
Otu71,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Rikenellaceae,1.0,Alistipes,1.0
Otu72,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Rikenellaceae,1.0,Alistipes,1.0
Otu74,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Odoribacteraceae,1.0,Odoribacter,1.0
Otu75,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.91,Kineothrix,0.56
Otu76,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.97,Bacteroidales,0.97,Muribaculaceae,0.79,Muribaculum,0.61
Otu77,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.94,Bacteroidales,0.94,Barnesiellaceae,0.42,Muribaculum,0.3
Otu78,Bacteria,1.0,Deferribacteres,1.0,Deferribacteres,1.0,Deferribacterales,1.0,Deferribacteraceae,1.0,Mucispirillum,1.0
Otu79,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,1.0,Duncaniella,1.0
Otu80,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.94,Bacteroidales,0.94,Barnesiellaceae,0.42,Muribaculum,0.3
Otu81,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Syntrophococcus,0.18
Otu82,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Rikenellaceae,1.0,Alistipes,1.0
Otu83,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Ruminococcus2,0.55
Otu84,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Eisenbergiella,0.78
Otu85,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Eubacteriaceae,1.0,Eubacterium,1.0
Otu86,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Enterocloster,0.51
Otu87,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.96,Cuneatibacter,0.23
Otu88,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.96,Muribaculum,0.9
Otu89,Bacteria,1.0,Bacteroidetes,0.99,Bacteroidia,0.98,Bacteroidales,0.98,Muribaculaceae,0.8,Duncaniella,0.6
Otu90,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.97,Bacteroidales,0.97,Muribaculaceae,0.79,Muribaculum,0.61
Otu91,Bacteria,1.0,Firmicutes,1.0,Erysipelotrichia,1.0,Erysipelotrichales,1.0,Erysipelotrichaceae,1.0,Faecalibaculum,1.0
Otu92,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Ruminococcus,0.98
Otu93,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.78
Otu94,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Clostridium_XlVa,0.58
Otu96,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.98,Bacteroidales,0.98,Muribaculaceae,0.9,Muribaculum,0.78
Otu97,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Flavonifractor,0.59
Otu98,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Rikenellaceae,1.0,Alistipes,1.0
Otu99,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.99,Muribaculum,0.76
Otu100,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.98,Bacteroidales,0.98,Muribaculaceae,0.93,Paramuribaculum,0.77
Otu101,Bacteria,1.0,Tenericutes,1.0,Mollicutes,1.0,Anaeroplasmatales,0.97,Anaeroplasmataceae,0.97,Anaeroplasma,0.97
Otu102,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.49
Otu103,Bacteria,1.0,Firmicutes,0.76,Clostridia,0.76,Clostridiales,0.76,Lachnospiraceae,0.76,Acetatifactor,0.64
Otu104,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.89,Bacteroidales,0.89,Muribaculaceae,0.67,Muribaculum,0.49
Otu105,Bacteria,1.0,Firmicutes,0.86,Clostridia,0.86,Clostridiales,0.86,Lachnospiraceae,0.86,Clostridium_XlVa,0.46
Otu106,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Eubacteriaceae,0.98,Eubacterium,0.98
Otu107,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Schaedlerella,0.98
Otu108,Bacteria,1.0,Proteobacteria,1.0,Betaproteobacteria,1.0,Burkholderiales,0.91,Sutterellaceae,0.83,Parasutterella,0.58
Otu109,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Ruminococcus2,0.25
Otu110,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.98,Enterocloster,0.57
Otu111,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.98,Blautia,0.34
Otu112,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Butyrivibrio,0.37
Otu113,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.34
Otu114,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.82,Muribaculum,0.49
Otu115,Bacteria,1.0,Firmicutes,0.9,Clostridia,0.89,Clostridiales,0.89,Lachnospiraceae,0.84,Acetatifactor,0.4
Otu116,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.87,Merdimonas,0.23
Otu117,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Flintibacter,1.0
Otu118,Bacteria,1.0,Firmicutes,0.87,Clostridia,0.87,Clostridiales,0.87,Lachnospiraceae,0.69,Ruminococcus,0.16
Otu119,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Flintibacter,0.86
Otu121,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Clostridium_IV,0.45
Otu122,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Kineothrix,0.39
Otu123,Bacteria,1.0,Actinobacteria,1.0,Coriobacteriia,1.0,Eggerthellales,1.0,Eggerthellaceae,1.0,Adlercreutzia,1.0
Otu125,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Enterocloster,0.63
Otu126,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Bacteroidaceae,1.0,Bacteroides,1.0
Otu128,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Flintibacter,0.73
Otu129,Bacteria,1.0,Firmicutes,1.0,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.98,Lachnospira,0.39
Otu130,Bacteria,1.0,Firmicutes,0.98,Clostridia,0.93,Clostridiales,0.93,Clostridiaceae_2,0.41,Alkaliphilus,0.4
Otu131,Bacteria,1.0,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.95,Clostridium_XlVa,0.23
Otu132,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Dysosmobacter,0.98
Otu133,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.98,Enterocloster,0.47
Otu134,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Acetatifactor,0.93
Otu135,Bacteria,1.0,Firmicutes,0.58,Clostridia,0.57,Clostridiales,0.57,Lachnospiraceae,0.57,Bacteroides,0.42
Otu136,Bacteria,1.0,Firmicutes,0.95,Clostridia,0.95,Clostridiales,0.95,Lachnospiraceae,0.95,Marvinbryantia,0.5
Otu137,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Merdimonas,0.62
Otu138,Bacteria,1.0,Actinobacteria,1.0,Actinobacteria,1.0,Bifidobacteriales,1.0,Bifidobacteriaceae,1.0,Bifidobacterium,1.0
Otu139,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Clostridium_XlVa,0.43
Otu140,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.94,Bacteroidales,0.94,Muribaculaceae,0.61,Duncaniella,0.5
Otu141,Bacteria,1.0,Proteobacteria,1.0,Deltaproteobacteria,1.0,Desulfovibrionales,1.0,Desulfovibrionaceae,1.0,Desulfovibrio,1.0
Otu142,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Clostridiaceae_1,1.0,Clostridium_sensu_stricto,1.0
Otu143,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Enterocloster,0.84
Otu144,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.45
Otu145,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,0.97,Bacteroidales,0.97,Muribaculaceae,0.89,Paramuribaculum,0.72
Otu146,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Dysosmobacter,0.73
Otu147,Bacteria,1.0,Bacteroidetes,0.98,Bacteroidia,0.65,Bacteroidales,0.65,Porphyromonadaceae,0.26,Alistipes,0.16
Otu148,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Clostridium_XlVa,0.74
Otu149,Bacteria,1.0,Bacteroidetes,0.98,Bacteroidia,0.68,Bacteroidales,0.68,Porphyromonadaceae,0.26,Alistipes,0.17
Otu150,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Schaedlerella,0.65
Otu151,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.47
Otu152,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Clostridium_XlVa,0.92
Otu153,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Enterocloster,0.57
Otu154,Bacteria,1.0,Firmicutes,0.97,Clostridia,0.95,Clostridiales,0.95,Clostridiaceae_2,0.23,Alkaliphilus,0.23
Otu155,Bacteria,1.0,Firmicutes,0.98,Clostridia,0.91,Clostridiales,0.91,Clostridiaceae_2,0.3,Alkaliphilus,0.29
Otu156,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Herbinix,0.51
Otu157,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Anaerosporobacter,0.29
Otu158,Bacteria,1.0,Firmicutes,0.97,Clostridia,0.96,Clostridiales,0.95,Ruminococcaceae,0.86,Ruminococcus,0.27
Otu160,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Tyzzerella,0.33
Otu161,Bacteria,1.0,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Lachnospiraceae,0.98,Roseburia,0.36
Otu162,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Butyrivibrio,0.34
Otu163,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Enterocloster,0.23
Otu164,Bacteria,1.0,Firmicutes,0.58,Clostridia,0.24,Clostridiales,0.24,Erysipelotrichaceae,0.12,Spiroplasma,0.07
Otu165,Bacteria,1.0,Firmicutes,1.0,Bacilli,1.0,Lactobacillales,1.0,Lactobacillaceae,1.0,Limosilactobacillus,0.96
Otu166,Bacteria,1.0,Firmicutes,0.7,Clostridia,0.68,Clostridiales,0.68,Lachnospiraceae,0.65,Acetatifactor,0.4
Otu167,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Anaerotignum,1.0
Otu168,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.97,Mordavella,0.32
Otu169,Bacteria,1.0,Firmicutes,0.96,Clostridia,0.96,Clostridiales,0.96,Lachnospiraceae,0.96,Enterocloster,0.3
Otu170,Bacteria,1.0,Actinobacteria,1.0,Coriobacteriia,1.0,Eggerthellales,1.0,Eggerthellaceae,1.0,Adlercreutzia,1.0
Otu171,Bacteria,1.0,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.98,Butyrivibrio,0.32
Otu172,Bacteria,1.0,Firmicutes,1.0,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Clostridium_XlVa,0.31
Otu173,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Phocea,0.49
Otu174,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.97,Lacrimispora,0.46
Otu175,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,1.0,Duncaniella,1.0
Otu176,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.37
Otu177,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Clostridium_XlVa,0.59
Otu178,Bacteria,1.0,Firmicutes,0.98,Clostridia,0.92,Clostridiales,0.92,Lachnospiraceae,0.23,Vallitalea,0.17
Otu179,Bacteria,1.0,Bacteroidetes,1.0,Bacteroidia,1.0,Bacteroidales,1.0,Muribaculaceae,0.89,Paramuribaculum,0.45
Otu180,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Murimonas,0.3
Otu182,Bacteria,1.0,Firmicutes,1.0,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.96,Oscillibacter,0.52
Otu183,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.97,Enterocloster,0.72
Otu185,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Schaedlerella,1.0
Otu186,Bacteria,1.0,Firmicutes,0.94,Clostridia,0.94,Clostridiales,0.94,Lachnospiraceae,0.91,Marvinbryantia,0.42
Otu187,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Ruminococcaceae,1.0,Ruminococcus,1.0
Otu188,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Merdimonas,0.56
Otu189,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Ruminococcus2,0.39
Otu190,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Enterocloster,0.29
Otu191,Bacteria,1.0,Proteobacteria,1.0,Betaproteobacteria,1.0,Burkholderiales,1.0,Sutterellaceae,1.0,Parasutterella,1.0
Otu192,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.99,Merdimonas,0.47
Otu193,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,0.91,Enterocloster,0.55
Otu194,Bacteria,1.0,Actinobacteria,1.0,Coriobacteriia,1.0,Eggerthellales,1.0,Eggerthellaceae,1.0,Adlercreutzia,1.0
Otu195,Bacteria,1.0,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.96,Enterocloster,0.31
Otu196,Bacteria,1.0,Actinobacteria,1.0,Coriobacteriia,1.0,Eggerthellales,1.0,Eggerthellaceae,1.0,Adlercreutzia,1.0
Otu198,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Lacrimispora,0.35
Otu199,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Anaerotignum,1.0
Otu200,Bacteria,1.0,Firmicutes,1.0,Clostridia,1.0,Clostridiales,1.0,Lachnospiraceae,1.0,Enterocloster,0.46
